arm,seed,trial,drift
control,101,161,0.74000
control,101,162,0.22000
control,101,163,1.78000
control,101,164,-0.42000
control,101,165,-0.90000
control,101,166,-1.36000
control,101,167,0.50000
control,101,168,-0.46000
control,101,169,0.04000
control,101,170,-1.12000
control,101,171,-0.84000
control,101,172,1.20000
control,101,173,0.60000
control,101,174,0.80000
control,101,175,-0.62000
control,101,176,-0.70000
control,101,177,0.96000
control,101,178,0.24000
control,101,179,-0.62000
control,102,1,-1.30000
control,102,2,-4.02000
control,102,3,-1.96000
control,102,4,2.06000
control,102,5,0.92000
control,102,6,0.98000
control,102,7,-2.80000
control,102,8,1.38000
control,102,9,3.14000
control,102,10,0.98000
control,102,11,1.82000
control,102,12,-1.02000
control,102,13,-1.42000
control,102,14,-3.76000
control,102,15,2.28000
control,102,16,-2.90000
control,102,17,1.36000
control,102,18,3.66000
control,102,19,-2.14000
control,102,20,-0.74000
control,102,21,-4.14000
control,102,22,-1.98000
control,102,23,1.86000
control,102,24,4.42000
control,102,25,-2.46000
control,102,26,1.30000
control,102,27,1.86000
control,102,28,4.60000
control,102,29,1.08000
control,102,30,-2.18000
control,102,31,3.28000
control,102,32,-4.08000
control,102,33,1.08000
control,102,34,-2.18000
control,102,35,-1.68000
control,102,36,1.32000
control,102,37,1.48000
control,102,38,1.58000
control,102,39,-2.14000
control,102,40,2.72000
control,102,41,-1.44000
control,102,42,-3.96000
control,102,43,-2.10000
control,102,44,0.90000
control,102,45,1.32000
control,102,46,2.76000
control,102,47,1.92000
control,102,48,-1.24000
control,102,49,2.76000
control,102,50,0.68000
control,102,51,-3.76000
control,102,52,1.20000
control,102,53,-1.28000
control,102,54,4.36000
control,102,55,0.94000
control,102,56,-3.16000
control,102,57,2.90000
control,102,58,1.18000
control,102,59,-1.74000
control,102,60,-1.26000
control,102,61,-2.38000
control,102,62,1.20000
control,102,63,-2.76000
control,102,64,-1.52000
control,102,65,1.46000
control,102,66,1.32000
control,102,67,1.58000
control,102,68,-1.94000
control,102,69,-1.78000
control,102,70,-3.68000
control,102,71,-1.78000
control,102,72,1.82000
control,102,73,4.66000
control,102,74,1.46000
control,102,75,1.60000
control,102,76,3.46000
control,102,77,-1.82000
control,102,78,-3.04000
control,102,79,-0.68000
control,102,80,2.96000
control,102,81,-1.58000
control,102,82,-1.44000
control,102,83,-2.46000
control,102,84,1.94000
control,102,85,1.68000
control,102,86,3.34000
control,102,87,1.50000
control,102,88,1.06000
control,102,89,-1.04000
control,102,90,-2.20000
control,102,91,-2.66000
control,102,92,-0.82000
control,102,93,-3.64000
control,102,94,-0.54000
control,102,95,0.58000
control,102,96,2.46000
control,102,97,1.40000
control,102,98,-1.96000
control,102,99,2.94000
control,102,100,0.50000
control,102,101,-1.42000
control,102,102,-2.18000
control,102,103,-0.58000
control,102,104,1.54000
control,102,105,3.20000
control,102,106,1.60000
control,102,107,0.92000
control,102,108,3.64000
control,102,109,-1.08000
control,102,110,-0.44000
control,102,111,2.58000
control,102,112,-1.42000
control,102,113,1.50000
control,102,114,3.12000
control,102,115,-2.92000
control,102,116,0.90000
control,102,117,2.98000
control,102,118,-2.28000
control,102,119,-2.50000
control,102,120,0.46000
control,102,121,-1.42000
control,102,122,-3.70000
control,102,123,2.02000
control,102,124,1.48000
control,102,125,-2.52000
control,102,126,1.48000
control,102,127,0.80000
control,102,128,-1.28000
control,102,129,-2.58000
control,102,130,-1.12000
control,102,131,-0.88000
control,102,132,0.72000
control,102,133,2.30000
control,102,134,-1.74000
control,102,135,1.42000
control,102,136,2.84000
control,102,137,0.98000
control,102,138,0.82000
control,102,139,-1.98000
control,102,140,-1.36000
control,102,141,-2.00000
control,102,142,2.68000
control,102,143,-4.00000
control,102,144,2.02000
control,102,145,1.26000
control,102,146,-3.12000
control,102,147,1.50000
control,102,148,0.86000
control,102,149,3.04000
control,102,150,-2.08000
control,102,151,-1.72000
control,102,152,1.04000
control,102,153,-1.32000
control,102,154,1.84000
control,102,155,1.36000
control,102,156,2.24000
control,102,157,0.96000
control,102,158,1.58000
control,102,159,0.90000
control,102,160,3.00000
control,102,161,-1.52000
control,102,162,-1.44000
control,102,163,-0.72000
control,102,164,1.98000
control,102,165,-0.96000
control,102,166,-3.16000
control,102,167,-4.74000
control,102,168,2.12000
control,102,169,-0.92000
control,102,170,-2.60000
control,102,171,1.28000
control,102,172,0.40000
control,102,173,4.14000
control,102,174,-2.08000
control,102,175,-0.76000
control,102,176,0.34000
control,102,177,0.88000
control,102,178,2.22000
control,102,179,-1.46000
control,103,1,-2.14000
control,103,2,-2.60000
control,103,3,3.12000
control,103,4,2.24000
control,103,5,-0.64000
control,103,6,-2.96000
control,103,7,3.28000
control,103,8,1.54000
control,103,9,2.36000
control,103,10,-1.94000
control,103,11,-0.36000
control,103,12,2.82000
control,103,13,2.76000
control,103,14,-1.36000
control,103,15,-0.94000
control,103,16,2.52000
control,103,17,3.90000
control,103,18,2.72000
control,103,19,0.34000
control,103,20,3.12000
control,103,21,2.06000
control,103,22,3.30000
control,103,23,-2.94000
control,103,24,0.36000
control,103,25,-0.80000
control,103,26,-1.10000
control,103,27,-2.28000
control,103,28,-1.72000
control,103,29,1.60000
control,103,30,3.56000
control,103,31,-0.82000
control,103,32,-0.54000
control,103,33,2.86000
control,103,34,1.14000
control,103,35,3.06000
control,103,36,-0.64000
control,103,37,-2.30000
control,103,38,1.50000
control,103,39,-1.78000
control,103,40,1.72000
control,103,41,0.50000
control,103,42,-1.54000
control,103,43,2.02000
control,103,44,2.02000
control,103,45,-0.86000
control,103,46,0.84000
control,103,47,-0.50000
control,103,48,0.88000
control,103,49,0.82000
control,103,50,-0.22000
control,103,51,-2.14000
control,103,52,1.58000
control,103,53,-0.54000
control,103,54,-1.58000
control,103,55,-2.30000
control,103,56,-3.86000
control,103,57,3.74000
control,103,58,2.00000
control,103,59,1.60000
control,103,60,-1.54000
control,103,61,-1.06000
control,103,62,1.46000
control,103,63,-0.60000
control,103,64,-1.04000
control,103,65,-0.06000
control,103,66,3.56000
control,103,67,1.80000
control,103,68,-2.86000
control,103,69,3.32000
control,103,70,0.82000
control,103,71,0.48000
control,103,72,1.32000
control,103,73,-3.56000
control,103,74,-1.84000
control,103,75,0.16000
control,103,76,0.08000
control,103,77,1.62000
control,103,78,-0.52000
control,103,79,-0.56000
control,103,80,-1.88000
control,103,81,-3.46000
control,103,82,2.78000
control,103,83,-1.44000
control,103,84,0.66000
control,103,85,-1.98000
control,103,86,-2.08000
control,103,87,-0.08000
control,103,88,-1.12000
control,103,89,1.12000
control,103,90,4.22000
control,103,91,-3.04000
control,103,92,1.06000
control,103,93,1.74000
control,103,94,0.28000
control,103,95,-1.86000
control,103,96,1.96000
control,103,97,-1.62000
control,103,98,-2.48000
control,103,99,-0.28000
control,103,100,0.68000
control,103,101,-0.14000
control,103,102,-0.50000
control,103,103,2.90000
control,103,104,1.56000
control,103,105,1.26000
control,103,106,0.40000
control,103,107,0.64000
control,103,108,-1.42000
control,103,109,-1.18000
control,103,110,-3.66000
control,103,111,2.94000
control,103,112,0.62000
control,103,113,0.18000
control,103,114,-1.04000
control,103,115,3.22000
control,103,116,-1.56000
control,103,117,-0.42000
control,103,118,0.06000
control,103,119,-0.12000
control,103,120,-3.48000
control,103,121,-0.90000
control,103,122,3.08000
control,103,123,-1.38000
control,103,124,0.22000
control,103,125,-1.92000
control,103,126,0.16000
control,103,127,2.80000
control,103,128,-2.70000
control,103,129,0.44000
control,103,130,-0.90000
control,103,131,0.02000
control,103,132,2.16000
control,103,133,0.02000
control,103,134,-0.48000
control,103,135,-2.64000
control,103,136,-1.22000
control,103,137,0.74000
control,103,138,0.06000
control,103,139,-2.56000
control,103,140,-0.92000
control,103,141,-0.46000
control,103,142,1.22000
control,103,143,2.88000
control,103,144,-0.64000
control,103,145,1.00000
control,103,146,3.78000
control,103,147,-0.66000
control,103,148,-1.16000
control,103,149,-1.88000
control,103,150,0.98000
control,103,151,0.16000
control,103,152,-0.34000
control,103,153,-0.20000
control,103,154,1.10000
control,103,155,0.92000
control,103,156,-2.84000
control,103,157,-1.42000
control,103,158,-0.36000
control,103,159,2.44000
control,103,160,0.16000
control,103,161,-2.12000
control,103,162,-1.12000
control,103,163,-0.18000
control,103,164,2.20000
control,103,165,3.82000
control,103,166,-3.50000
control,103,167,-0.46000
control,103,168,0.20000
control,103,169,1.10000
control,103,170,-1.96000
control,103,171,-1.26000
control,103,172,0.12000
control,103,173,0.56000
control,103,174,-0.14000
control,103,175,-2.50000
control,103,176,-1.06000
control,103,177,0.98000
control,103,178,3.70000
control,103,179,-3.76000
control,104,1,-0.32000
control,104,2,0.98000
control,104,3,0.64000
control,104,4,0.32000
control,104,5,-1.06000
control,104,6,0.54000
control,104,7,0.12000
control,104,8,-0.02000
control,104,9,0.30000
control,104,10,-1.36000
control,104,11,-0.90000
control,104,12,-1.22000
control,104,13,1.06000
control,104,14,-0.08000
control,104,15,-0.96000
control,104,16,0.06000
control,104,17,-0.12000
control,104,18,0.64000
control,104,19,-1.72000
control,104,20,-0.84000
control,104,21,-0.30000
control,104,22,2.46000
control,104,23,-1.08000
control,104,24,-0.06000
control,104,25,-1.00000
control,104,26,-2.40000
control,104,27,0.64000
control,104,28,0.08000
control,104,29,-0.16000
control,104,30,-1.18000
control,104,31,-0.84000
control,104,32,-0.86000
control,104,33,-2.62000
control,104,34,0.74000
control,104,35,0.18000
control,104,36,-0.02000
control,104,37,-0.92000
control,104,38,-0.20000
control,104,39,-2.74000
control,104,40,0.74000
control,104,41,-0.06000
control,104,42,1.60000
control,104,43,1.94000
control,104,44,-1.00000
control,104,45,-0.74000
control,104,46,-1.06000
control,104,47,-2.50000
control,104,48,0.92000
control,104,49,0.28000
control,104,50,2.02000
control,104,51,-0.08000
control,104,52,2.68000
control,104,53,-1.64000
control,104,54,-0.30000
control,104,55,-0.90000
control,104,56,0.68000
control,104,57,0.16000
control,104,58,-1.90000
control,104,59,0.50000
control,104,60,0.64000
control,104,61,-0.24000
control,104,62,-0.84000
control,104,63,-0.72000
control,104,64,2.44000
control,104,65,-1.92000
control,104,66,-0.26000
control,104,67,-0.82000
control,104,68,-2.70000
control,104,69,1.62000
control,104,70,-0.50000
control,104,71,-0.88000
control,104,72,-0.46000
control,104,73,0.22000
control,104,74,0.34000
control,104,75,-1.46000
control,104,76,-0.18000
control,104,77,-0.88000
control,104,78,-0.26000
control,104,79,-0.04000
control,104,80,-0.64000
control,104,81,3.40000
control,104,82,-0.82000
control,104,83,-0.54000
control,104,84,-3.34000
control,104,85,0.62000
control,104,86,1.20000
control,104,87,2.12000
control,104,88,2.76000
control,104,89,-0.44000
control,104,90,-0.46000
control,104,91,0.40000
control,104,92,-1.34000
control,104,93,1.94000
control,104,94,1.20000
control,104,95,-0.70000
control,104,96,-0.68000
control,104,97,-0.50000
control,104,98,0.62000
control,104,99,2.92000
control,104,100,1.50000
control,104,101,2.80000
control,104,102,-0.04000
control,104,103,-1.12000
control,104,104,1.10000
control,104,105,1.00000
control,104,106,-0.82000
control,104,107,-0.44000
control,104,108,-2.82000
control,104,109,0.60000
control,104,110,2.74000
control,104,111,2.06000
control,104,112,0.44000
control,104,113,-1.22000
control,104,114,0.42000
control,104,115,0.02000
control,104,116,-0.04000
control,104,117,-0.24000
control,104,118,-2.72000
control,104,119,0.56000
control,104,120,1.92000
control,104,121,1.82000
control,104,122,-1.00000
control,104,123,-1.08000
control,104,124,0.66000
control,104,125,-1.22000
control,104,126,-0.18000
control,104,127,-0.54000
control,104,128,0.96000
control,104,129,-0.56000
control,104,130,-0.66000
control,104,131,0.12000
control,104,132,2.16000
control,104,133,2.36000
control,104,134,0.34000
control,104,135,-3.06000
control,104,136,0.68000
control,104,137,-1.26000
control,104,138,0.24000
control,104,139,1.60000
control,104,140,-0.72000
control,104,141,-0.38000
control,104,142,-2.46000
control,104,143,0.52000
control,104,144,1.98000
control,104,145,1.62000
control,104,146,2.34000
control,104,147,-1.76000
control,104,148,0.56000
control,104,149,0.10000
control,104,150,-1.22000
control,104,151,0.06000
control,104,152,-0.96000
control,104,153,0.10000
control,104,154,0.56000
control,104,155,2.14000
control,104,156,1.60000
control,104,157,2.44000
control,104,158,-0.42000
control,104,159,-2.66000
control,104,160,0.14000
control,104,161,-0.40000
control,104,162,-0.76000
control,104,163,0.54000
control,104,164,-0.76000
control,104,165,-0.46000
control,104,166,-0.48000
control,104,167,-1.94000
control,104,168,-0.66000
control,104,169,-0.94000
control,104,170,-0.60000
control,104,171,-0.48000
control,104,172,-0.24000
control,104,173,-0.12000
control,104,174,-2.06000
control,104,175,0.66000
control,104,176,1.80000
control,104,177,-0.16000
control,104,178,0.20000
control,104,179,0.16000
control,105,1,-1.12000
control,105,2,-0.48000
control,105,3,1.58000
control,105,4,-0.22000
control,105,5,-1.44000
control,105,6,-0.10000
control,105,7,-0.12000
control,105,8,-1.68000
control,105,9,0.42000
control,105,10,0.04000
control,105,11,0.24000
control,105,12,-0.34000
control,105,13,1.62000
control,105,14,1.90000
control,105,15,0.88000
control,105,16,-1.50000
control,105,17,-0.24000
control,105,18,-1.16000
control,105,19,-1.68000
control,105,20,0.02000
control,105,21,0.28000
control,105,22,-1.04000
control,105,23,-0.36000
control,105,24,-0.52000
control,105,25,-0.46000
control,105,26,0.00000
control,105,27,-1.30000
control,105,28,-0.60000
control,105,29,0.00000
control,105,30,-1.66000
control,105,31,-0.06000
control,105,32,0.30000
control,105,33,0.08000
control,105,34,-1.26000
control,105,35,-0.42000
control,105,36,0.50000
control,105,37,1.50000
control,105,38,-0.40000
control,105,39,0.02000
control,105,40,-1.14000
control,105,41,-0.04000
control,105,42,-0.14000
control,105,43,0.36000
control,105,44,-1.06000
control,105,45,1.58000
control,105,46,1.64000
control,105,47,-1.26000
control,105,48,-0.98000
control,105,49,0.00000
control,105,50,-0.34000
control,105,51,-1.76000
control,105,52,0.32000
control,105,53,0.16000
control,105,54,-0.54000
control,105,55,-0.36000
control,105,56,-0.58000
control,105,57,0.66000
control,105,58,-0.28000
control,105,59,-0.12000
control,105,60,-1.36000
control,105,61,-0.58000
control,105,62,-1.56000
control,105,63,0.38000
control,105,64,0.54000
control,105,65,0.08000
control,105,66,0.28000
control,105,67,-0.30000
control,105,68,0.92000
control,105,69,-0.46000
control,105,70,-1.28000
control,105,71,-0.76000
control,105,72,-1.26000
control,105,73,-2.40000
control,105,74,0.02000
control,105,75,-0.78000
control,105,76,-0.38000
control,105,77,1.86000
control,105,78,1.18000
control,105,79,0.00000
control,105,80,-0.58000
control,105,81,-1.38000
control,105,82,-2.86000
control,105,83,0.06000
control,105,84,-0.72000
control,105,85,-0.48000
control,105,86,0.62000
control,105,87,-1.40000
control,105,88,0.20000
control,105,89,0.24000
control,105,90,0.00000
control,105,91,0.24000
control,105,92,-0.30000
control,105,93,1.34000
control,105,94,-0.52000
control,105,95,-1.18000
control,105,96,-0.82000
control,105,97,0.20000
control,105,98,-1.46000
control,105,99,-3.08000
control,105,100,0.48000
control,105,101,-0.42000
control,105,102,-0.68000
control,105,103,1.90000
control,105,104,1.00000
control,105,105,-1.74000
control,105,106,-1.02000
control,105,107,0.28000
control,105,108,-1.54000
control,105,109,-3.10000
control,105,110,0.32000
control,105,111,0.46000
control,105,112,0.06000
control,105,113,0.44000
control,105,114,-1.02000
control,105,115,-0.68000
control,105,116,0.32000
control,105,117,0.00000
control,105,118,-0.56000
control,105,119,-1.14000
control,105,120,0.02000
control,105,121,-0.04000
control,105,122,-1.54000
control,105,123,0.28000
control,105,124,0.58000
control,105,125,0.04000
control,105,126,-0.74000
control,105,127,0.26000
control,105,128,1.34000
control,105,129,-0.66000
control,105,130,-1.54000
control,105,131,-1.14000
control,105,132,0.22000
control,105,133,-0.62000
control,105,134,-0.56000
control,105,135,1.78000
control,105,136,-0.66000
control,105,137,-1.54000
control,105,138,-1.58000
control,105,139,0.62000
control,105,140,0.32000
control,105,141,0.00000
control,105,142,0.70000
control,105,143,-1.08000
control,105,144,-0.46000
control,105,145,-0.48000
control,105,146,1.48000
control,105,147,1.76000
control,105,148,-0.02000
control,105,149,-1.16000
control,105,150,-1.68000
control,105,151,0.12000
control,105,152,-1.56000
control,105,153,0.60000
control,105,154,0.04000
control,105,155,-0.38000
control,105,156,-0.32000
control,105,157,1.44000
control,105,158,1.84000
control,105,159,1.16000
control,105,160,-0.62000
control,105,161,-0.88000
control,105,162,-1.66000
control,105,163,-0.28000
control,105,164,-1.50000
control,105,165,-2.06000
control,105,166,0.82000
control,105,167,0.06000
control,105,168,0.06000
control,105,169,-0.46000
control,105,170,1.40000
control,105,171,1.76000
control,105,172,-0.02000
control,105,173,-0.26000
control,105,174,-1.32000
control,105,175,-1.28000
control,105,176,0.16000
control,105,177,-0.62000
control,105,178,-1.74000
control,105,179,1.20000
control,106,1,0.70000
control,106,2,-2.44000
control,106,3,-1.74000
control,106,4,-1.08000
control,106,5,0.02000
control,106,6,-2.44000
control,106,7,-1.38000
control,106,8,0.22000
control,106,9,-3.10000
control,106,10,1.28000
control,106,11,1.80000
control,106,12,1.48000
control,106,13,0.56000
control,106,14,-0.34000
control,106,15,-2.52000
control,106,16,0.80000
control,106,17,1.18000
control,106,18,-2.04000
control,106,19,-3.38000
control,106,20,0.10000
control,106,21,-1.00000
control,106,22,2.34000
control,106,23,1.56000
control,106,24,1.02000
control,106,25,-3.16000
control,106,26,-2.50000
control,106,27,-1.62000
control,106,28,1.14000
control,106,29,1.32000
control,106,30,1.90000
control,106,31,-1.64000
control,106,32,1.20000
control,106,33,-2.30000
control,106,34,2.46000
control,106,35,-0.96000
control,106,36,1.58000
control,106,37,0.76000
control,106,38,-2.32000
control,106,39,1.34000
control,106,40,2.00000
control,106,41,-2.16000
control,106,42,-3.46000
control,106,43,-1.38000
control,106,44,2.18000
control,106,45,1.38000
control,106,46,1.32000
control,106,47,-0.26000
control,106,48,-1.84000
control,106,49,2.14000
control,106,50,2.12000
control,106,51,-0.66000
control,106,52,-2.20000
control,106,53,2.90000
control,106,54,0.20000
control,106,55,-2.08000
control,106,56,1.06000
control,106,57,1.50000
control,106,58,1.92000
control,106,59,1.46000
control,106,60,0.88000
control,106,61,0.98000
control,106,62,-2.32000
control,106,63,-1.54000
control,106,64,-1.60000
control,106,65,1.18000
control,106,66,0.92000
control,106,67,-0.42000
control,106,68,-2.90000
control,106,69,-2.18000
control,106,70,-2.32000
control,106,71,-1.68000
control,106,72,-1.10000
control,106,73,1.30000
control,106,74,2.26000
control,106,75,0.90000
control,106,76,0.46000
control,106,77,1.34000
control,106,78,-2.20000
control,106,79,-3.82000
control,106,80,0.58000
control,106,81,-0.88000
control,106,82,1.42000
control,106,83,1.76000
control,106,84,1.04000
control,106,85,1.88000
control,106,86,1.34000
control,106,87,-1.70000
control,106,88,2.36000
control,106,89,2.02000
control,106,90,1.14000
control,106,91,-2.24000
control,106,92,-3.88000
control,106,93,-1.00000
control,106,94,-2.32000
control,106,95,1.44000
control,106,96,1.92000
control,106,97,-1.68000
control,106,98,1.56000
control,106,99,2.58000
control,106,100,-2.76000
control,106,101,-1.68000
control,106,102,-3.74000
control,106,103,-0.98000
control,106,104,-2.14000
control,106,105,1.26000
control,106,106,1.28000
control,106,107,0.60000
control,106,108,2.74000
control,106,109,2.52000
control,106,110,-1.94000
control,106,111,-2.62000
control,106,112,1.82000
control,106,113,0.48000
control,106,114,-0.76000
control,106,115,1.02000
control,106,116,2.06000
control,106,117,-3.56000
control,106,118,-1.46000
control,106,119,-1.24000
control,106,120,1.72000
control,106,121,1.54000
control,106,122,-0.62000
control,106,123,-3.28000
control,106,124,-2.34000
control,106,125,-2.98000
control,106,126,-1.64000
control,106,127,-0.24000
control,106,128,-0.76000
control,106,129,1.12000
control,106,130,2.16000
control,106,131,-3.02000
control,106,132,-1.48000
control,106,133,1.40000
control,106,134,1.42000
control,106,135,-0.44000
control,106,136,1.70000
control,106,137,-0.22000
control,106,138,1.40000
control,106,139,0.90000
control,106,140,2.38000
control,106,141,-2.42000
control,106,142,0.82000
control,106,143,-0.34000
control,106,144,-2.80000
control,106,145,0.08000
control,106,146,0.28000
control,106,147,1.08000
control,106,148,2.56000
control,106,149,-2.50000
control,106,150,-1.58000
control,106,151,-0.74000
control,106,152,-0.90000
control,106,153,-1.34000
control,106,154,-2.86000
control,106,155,3.56000
control,106,156,-0.82000
control,106,157,1.52000
control,106,158,0.84000
control,106,159,-0.94000
control,106,160,2.30000
control,106,161,-1.46000
control,106,162,-1.68000
control,106,163,-2.48000
control,106,164,3.48000
control,106,165,0.50000
control,106,166,-0.84000
control,106,167,1.90000
control,106,168,0.74000
control,106,169,2.46000
control,106,170,2.08000
control,106,171,0.72000
control,106,172,-0.42000
control,106,173,-1.20000
control,106,174,-2.46000
control,106,175,-0.20000
control,106,176,-0.64000
control,106,177,1.04000
control,106,178,3.40000
control,106,179,1.94000
control,107,1,-0.56000
control,107,2,0.20000
control,107,3,1.00000
control,107,4,2.80000
control,107,5,-0.22000
control,107,6,-0.30000
control,107,7,0.16000
control,107,8,-0.90000
control,107,9,-2.86000
control,107,10,2.78000
control,107,11,-1.16000
control,107,12,-0.38000
control,107,13,0.86000
control,107,14,0.12000
control,107,15,1.08000
control,107,16,-0.26000
control,107,17,-0.72000
control,107,18,-2.00000
control,107,19,2.70000
control,107,20,0.78000
control,107,21,0.28000
control,107,22,-2.30000
control,107,23,-1.08000
control,107,24,-0.28000
control,107,25,-1.14000
control,107,26,2.76000
control,107,27,0.00000
control,107,28,0.76000
control,107,29,-2.88000
control,107,30,-0.16000
control,107,31,-1.02000
control,107,32,-0.64000
control,107,33,0.36000
control,107,34,-0.96000
control,107,35,-1.92000
control,107,36,2.78000
control,107,37,2.46000
control,107,38,0.72000
control,107,39,0.64000
control,107,40,0.84000
control,107,41,1.18000
control,107,42,-2.90000
control,107,43,-0.38000
control,107,44,-0.18000
control,107,45,-0.52000
control,107,46,-1.38000
control,107,47,-2.86000
control,107,48,2.72000
control,107,49,0.46000
control,107,50,0.40000
control,107,51,-2.48000
control,107,52,-0.62000
control,107,53,-0.58000
control,107,54,-0.98000
control,107,55,-1.54000
control,107,56,2.80000
control,107,57,2.30000
control,107,58,-0.40000
control,107,59,-0.02000
control,107,60,0.06000
control,107,61,2.52000
control,107,62,-2.76000
control,107,63,-0.10000
control,107,64,-0.56000
control,107,65,-0.42000
control,107,66,-1.54000
control,107,67,2.74000
control,107,68,2.70000
control,107,69,0.34000
control,107,70,1.62000
control,107,71,-0.40000
control,107,72,-0.04000
control,107,73,-0.44000
control,107,74,-0.10000
control,107,75,-0.20000
control,107,76,-1.30000
control,107,77,2.70000
control,107,78,-0.36000
control,107,79,0.10000
control,107,80,1.26000
control,107,81,-0.62000
control,107,82,0.00000
control,107,83,0.14000
control,107,84,-0.58000
control,107,85,0.38000
control,107,86,-0.32000
control,107,87,1.08000
control,107,88,1.74000
control,107,89,-2.84000
control,107,90,-0.50000
control,107,91,-0.46000
control,107,92,-0.34000
control,107,93,0.10000
control,107,94,-2.52000
control,107,95,0.02000
control,107,96,0.08000
control,107,97,0.98000
control,107,98,1.86000
control,107,99,-2.86000
control,107,100,-1.76000
control,107,101,-0.22000
control,107,102,-0.02000
control,107,103,-0.40000
control,107,104,-0.62000
control,107,105,-0.92000
control,107,106,-1.44000
control,107,107,2.74000
control,107,108,-0.58000
control,107,109,-0.38000
control,107,110,0.34000
control,107,111,0.46000
control,107,112,1.36000
control,107,113,-2.78000
control,107,114,-0.34000
control,107,115,-0.54000
control,107,116,-0.50000
control,107,117,-0.80000
control,107,118,-0.68000
control,107,119,2.74000
control,107,120,1.00000
control,107,121,-0.38000
control,107,122,0.80000
control,107,123,1.42000
control,107,124,-2.86000
control,107,125,-2.70000
control,107,126,-0.42000
control,107,127,0.10000
control,107,128,-0.28000
control,107,129,-0.34000
control,107,130,-1.76000
control,107,131,0.70000
control,107,132,-0.34000
control,107,133,0.34000
control,107,134,1.40000
control,107,135,1.94000
control,107,136,-2.76000
control,107,137,-0.24000
control,107,138,-0.18000
control,107,139,0.12000
control,107,140,-0.66000
control,107,141,-0.04000
control,107,142,-1.00000
control,107,143,2.76000
control,107,144,-0.34000
control,107,145,0.56000
control,107,146,0.32000
control,107,147,-2.76000
control,107,148,-0.34000
control,107,149,-0.42000
control,107,150,-0.04000
control,107,151,-0.68000
control,107,152,-0.62000
control,107,153,2.76000
control,107,154,0.46000
control,107,155,0.30000
control,107,156,0.92000
control,107,157,-2.66000
control,107,158,-0.40000
control,107,159,0.30000
control,107,160,-0.84000
control,107,161,-0.54000
control,107,162,-0.98000
control,107,163,-1.16000
control,107,164,-1.54000
control,107,165,-0.46000
control,107,166,-0.34000
control,107,167,-0.30000
control,107,168,0.92000
control,107,169,-3.12000
control,107,170,-0.32000
control,107,171,-0.92000
control,107,172,-0.06000
control,107,173,-0.40000
control,107,174,-1.60000
control,107,175,2.76000
control,107,176,2.74000
control,107,177,2.86000
control,107,178,0.26000
control,107,179,1.24000
control,108,1,-1.30000
control,108,2,-1.28000
control,108,3,-0.72000
control,108,4,-1.28000
control,108,5,0.18000
control,108,6,0.70000
control,108,7,1.78000
control,108,8,0.20000
control,108,9,-1.20000
control,108,10,-0.08000
control,108,11,-0.28000
control,108,12,0.38000
control,108,13,-0.04000
control,108,14,-0.64000
control,108,15,-0.56000
control,108,16,0.58000
control,108,17,0.72000
control,108,18,1.36000
control,108,19,1.26000
control,108,20,-0.60000
control,108,21,-1.22000
control,108,22,0.48000
control,108,23,0.50000
control,108,24,0.32000
control,108,25,1.88000
control,108,26,-1.58000
control,108,27,-1.00000
control,108,28,-1.72000
control,108,29,-0.22000
control,108,30,-0.22000
control,108,31,0.56000
control,108,32,0.46000
control,108,33,0.24000
control,108,34,1.90000
control,108,35,1.40000
control,108,36,0.10000
control,108,37,-1.30000
control,108,38,-0.28000
control,108,39,-0.06000
control,108,40,-0.62000
control,108,41,0.46000
control,108,42,1.96000
control,108,43,-0.08000
control,108,44,-0.96000
control,108,45,-1.56000
control,108,46,0.06000
control,108,47,0.56000
control,108,48,0.70000
control,108,49,0.12000
control,108,50,1.92000
control,108,51,-0.42000
control,108,52,-1.28000
control,108,53,0.58000
control,108,54,-0.32000
control,108,55,0.54000
control,108,56,1.78000
control,108,57,-0.46000
control,108,58,-0.28000
control,108,59,-1.28000
control,108,60,-0.46000
control,108,61,-1.70000
control,108,62,0.02000
control,108,63,0.28000
control,108,64,0.56000
control,108,65,-0.42000
control,108,66,0.32000
control,108,67,0.94000
control,108,68,-1.52000
control,108,69,-1.04000
control,108,70,0.18000
control,108,71,0.66000
control,108,72,1.68000
control,108,73,-0.26000
control,108,74,-1.12000
control,108,75,-1.24000
control,108,76,-1.06000
control,108,77,-0.76000
control,108,78,0.40000
control,108,79,0.84000
control,108,80,0.00000
control,108,81,1.90000
control,108,82,-0.14000
control,108,83,0.34000
control,108,84,1.00000
control,108,85,0.28000
control,108,86,-1.18000
control,108,87,0.98000
control,108,88,-0.12000
control,108,89,-0.54000
control,108,90,1.84000
control,108,91,-0.34000
control,108,92,-1.14000
control,108,93,-1.22000
control,108,94,-1.56000
control,108,95,0.12000
control,108,96,0.68000
control,108,97,0.36000
control,108,98,2.06000
control,108,99,-0.56000
control,108,100,0.28000
control,108,101,0.92000
control,108,102,-0.72000
control,108,103,-1.38000
control,108,104,-0.14000
control,108,105,-0.98000
control,108,106,-1.06000
control,108,107,-1.04000
control,108,108,-1.28000
control,108,109,-0.26000
control,108,110,0.24000
control,108,111,0.98000
control,108,112,0.44000
control,108,113,1.98000
control,108,114,-0.78000
control,108,115,0.26000
control,108,116,0.08000
control,108,117,-1.26000
control,108,118,-1.06000
control,108,119,1.38000
control,108,120,0.82000
